delay_ms,sample_count,orders_p95_latency_mean,orders_p95_latency_median,orders_p95_latency_stddev,orders_p95_latency_ci95_lower,orders_p95_latency_ci95_upper,throughput_mean,throughput_stddev,error_rate_mean
0,3,555.6666666666666,497,298.3577271218785,218.0431150921686,893.2902182411647,325.3650191939541,39.78171319933996,0.010816666666666667
100,3,588,457,303.5012355823284,244.556020676831,931.4439793231691,291.4570178810937,79.12155528701359,0.011888888888888888
250,3,1365,598,1383.4012433130165,-200.46587723910488,2930.465877239105,157.3958138048399,45.46716243826354,0.012433333333333333
500,3,1269.3333333333333,918,675.4149341947758,505.0293849521207,2033.6372817145457,74.22431042762275,72.2985404574037,0.011572222222222222
1000,3,1188.6666666666667,1196,91.22134253196087,1085.44,1291.8933333333334,105.18257857301664,64.29414335112702,0.011577777777777779
2000,3,2159.6666666666665,2159,61.002732179250245,2090.635576730481,2228.697756602852,56.25050842089808,36.22753100738481,0.010849999999999999
